5900,Id,Sentiment,Tweet
6026,1265501937652453376,0.05,RT @rosannecash: My daughter lives in Nashville &amp; wore her mask to buy groceries. Guy yells at her: ‘Liberal pussy!’ Back story: she nearly…
6027,1265501938113744901,0.0,
6028,1265501938130604032,0.257912457912458,"It’s seriously , time that we stop testing  for ‘Corona positive ‘ and start treating and worrying about the diseas… https://t.co/d9oNHYOmp4"
6029,1265501938201899008,0.3,"RT @MOFA_Taiwan: Powerful @EpochTimes op-ed by @DepSecHargan of @HHSGov. The #TaiwanModel, as shared by @chimaichen during the @CSISHealth…"
6030,1265501938193399809,-0.0619047619047619,RT @kaikodaiaisas: สรุปค่าาาาา ละเอียดกว่าชีทสรุปก่อนสอบไฟนอลลลอีกคะเธอ #RIPอีจี้ https://t.co/btJ5eOsEzj
6031,1265501938436759553,0.178787878787879,
6032,1265501938830979072,0.0,@PoliSciJack @campbellclaret So Covid-19 is about Politics and not H&amp;S in your eyes?
6033,1265501939145588736,0.225,"RT @JudicialWatch: Always seizing opportunities to advance its leftist agenda, the U.N is capitalizing on #coronavirus to promote sexual &amp;…"
6034,1265501939208511488,0.5,"RT @PrimerdesignLtd: #Primerdesignltd latest Specificity Statement update.  18,900 sequences with 100% detection of SARS-CoV-2.
#COVID-19 #…"
6035,1265501939401396227,-0.2,"RT @doubleb_bright: IG update: bbrightvc (26/5/2020)
4M🤍 
.
.
We love you 💙

#4MBesideBright #bbrightvc #Instagram https://t.co/0HYGmVvJBN"
6036,1265501939439206406,0.0,
6037,1265501939003002882,0.216666666666667,
6038,1265501939552444420,0.3,
6039,1265501939409829888,0.6,Words of wisdom from my good friend Andreina Milan- How to make most out of a telemedicine visit if you have… https://t.co/bQQUhNQBFa
6040,1265501939741138945,-0.5,
6041,1265501939887939585,0.5,
6042,1265501940080955397,0.136363636363636,
6043,1265501940240338945,0.218181818181818,
6044,1265501940319911941,0.0,
6045,1265501940282200064,0.2,"RT @matwilcox: This is HUGE.

Twitter labels Trump's tweets as potentially misleading.  

https://t.co/Rw6yYHROOo"
6046,1265501940315717636,-0.15,
6047,1265501940881985542,0.1,
6048,1265501940538118148,0.0,
6049,1265501941129412614,0.2,
6050,1265501941406326788,0.05,homem sem masculinidade frágil&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; https://t.co/zhvs3u0SeN
6051,1265501941418864640,0.0,Keep track of the global impact of COVID-19 with the weekly update from FactSet experts https://t.co/ERQ9ARQCj1
6052,1265501941787963393,0.234848484848485,
6053,1265501941808971776,0.6,@ProjectLincoln @realDonaldTrump Nicely done https://t.co/DUcjJdiXLc
6054,1265501942010261504,0.0,"RT @yadailymood_: corona virus will end soon, AMEN"
6055,1265501942337454080,0.1,"RT @RickSmithShow: Trump wants workers to go back to their meatpacking jobs. A month ago, Tyson Foods had 1600 cases of COVID-19, &amp; now the…"
6056,1265501942836592641,0.05,
6057,1265501942832418821,0.0,
6058,1265501942920462337,0.375,
6059,1265501943243460612,0.45,
6060,1265501943478333442,0.0,
6061,1265501943620927488,0.0,RT @walterolson: This is the leading indicator 2020 deserves.
6062,1265501943717416961,0.0,
6063,1265501943516012548,0.0,
6064,1265501944413634563,0.2,
6065,1265501944594006019,-0.0333333333333333,
6066,1265501944883412992,0.1875,RT @mikiebarb: On today's Daily: the unique experience of immigrant families during the pandemic. @anniecorreal tells the story of one of t…
6067,1265501945084731393,0.05,J’eume bien https://t.co/37IuYIViaB
6068,1265501945873207296,0.0,RT @kathmandupost: Migrants arriving from India are massed at the border without basic amenities as the provincial government has sought to…
6069,1265501945982320641,0.05,
6070,1265501945948712969,0.0,
6071,1265501946032594945,0.1,
6072,1265501946024275968,0.0,"RT @funder: A GOP chair in Texas says coronavirus is a hoax made up by Democrats, she then asks everyone to take off their masks and they a…"
6073,1265501946410143746,0.0,
6074,1265501946439483394,0.0,
6075,1265501946502352898,0.35,
6076,1265501946728853505,-0.502857142857143,
6077,1265501946988892161,0.0,Because you deserve the best
6078,1265501947278262272,0.133333333333333,RT @olgaNYC1211: This is exactly what happened in Russia in March. A shady company was created by Putin's people and received a huge contra…
6079,1265501947295084550,0.0,
6080,1265501947395784710,0.45,
6081,1265501947353878533,0.0,
6082,1265501947978813447,0.2,
6083,1265501948125622272,-0.15,"RT @NoqReport: Washingtonians must ask why their Governor bowed so low to China’s dictator, why he forced them to wear sub-standard PPE, an…"
6084,1265501948079456256,1.0,RT @BaxDeanna: So impressed with the level of planning and care taken by Whitworth University.
6085,1265501948712804357,-0.01875,
6086,1265501948863746052,0.2,
6087,1265501949144764423,-0.2,
6088,1265501949232918529,0.0340909090909091,@leepace should do this. It would be EPIC! https://t.co/yJzbFE4k5a
6089,1265501948968611840,0.0,"The Coronavirus Act 2020 is Null and Void!
by The People's Brexit""

https://t.co/JHdKr2tzP7"
6090,1265501949228658688,0.4,"India coronavirus cases | Coronavirus: India’s COVID-19 tally breaches 1.5 lakh mark; Maharashtra leads with 54,758… https://t.co/6Lwj2WQqDn"
6091,1265501949362913283,0.0,
6092,1265501949564239872,0.0037878787878787800,"RT @RahulGandhi: Watch my LIVE video press conference on the Covid crisis, the Lockdown &amp; other related issues. https://t.co/6O83YiAPXX"
6093,1265501949769777153,0.0681818181818182,
6094,1265501949979512832,0.0,RT @ramgbs62123: Fighting COVID-19 with Data Science https://t.co/qrV8UDg1wM #covid19
6095,1265501950067576835,0.0,
6096,1265501950092738561,0.0,
6097,1265501950306594816,0.1875,
6098,1265501950466052096,0.0,RT @SimplyKingKam: This nigga Osmosis Jones need to comeback and defeat Covid-19. https://t.co/2sQ7yBzV0T
6099,1265501950487023617,0.0,😍😍 https://t.co/jyh4VNEv2b
6100,1265501950625419264,0.0,RT @thewire_in: The death at the BMC-run King Edward Memorial hospital triggered a protest by employees. https://t.co/9jyr0rpxGC
6101,1265501950558253069,-0.333333333333333,
6102,1265501950788894721,0.108333333333333,
6103,1265501950923149316,0.0,
6104,1265501951153799173,0.7,
6105,1265501950973534208,0.0,RT @ayai: It’s a bit unfair that the youngsters need to master a lot of skills yet the elders at the top don’t even know how to operate a s…
6106,1265501951283863552,0.0681818181818182,RT @Reuters: China reports one new mainland COVID-19 cases vs seven a day earlier https://t.co/2AdpvFfTRV https://t.co/7UPGpsvPnS
6107,1265501951350968320,0.170454545454545,"RT @MutebwaL: 31 New COVID-19 cases 💔💔💔
We're not leaving this situation!"
6108,1265501951497822215,0.0,
6109,1265501951514554371,0.0,
6110,1265501951741100032,0.6,RT @matttanderton: Ba Sing Se has reported ZERO cases of the coronavirus. This is the kind of leadership we need. https://t.co/NmWYrFfeAt
6111,1265501951770443779,0.0,
6112,1265501951967576064,0.0,RT @BBCWorld: Coronavirus: Lebanon's woes worsen as country pushed to the brink https://t.co/cfNMANL03Z
6113,1265501952110202880,0.0,"@GrrrGraphics @bfraser747 So Twitter has feelings and emotions, eh?  And here I thought it was a neutral, non livin… https://t.co/E1HkH4Ln6e"
6114,1265501952546410496,0.05,RT @rosannecash: My daughter lives in Nashville &amp; wore her mask to buy groceries. Guy yells at her: ‘Liberal pussy!’ Back story: she nearly…
6115,1265501952697339907,0.5,
6116,1265501952470929408,0.0,@NitroRad Princess Peach: Covid can’t overrun hospitals if everyone is a doctor in the Mushroom Kingdom https://t.co/z90cm1NoCq
6117,1265501952969977858,0.0,
6118,1265501952709931013,0.0,
6119,1265501953305575428,0.0,
6120,1265501953288736768,0.5,RT @hoelixir: Everyone is safe here.
6121,1265501953460764674,0.0681818181818182,
6122,1265501953561419776,0.0,"RT @craig_crawford: Can't be just a coincidence that lunatic dictators Trump, Putin and Bolsonaro (Brazil) now lead the world in coronaviru…"
6123,1265501954089922565,0.0,
6124,1265501954500890625,0.5,"RT @Ebony_QT: Or ladies, buy a gun and put a cap in they ass. Seriously."
6125,1265501954651951105,0.0,
6126,1265501954635108354,0.0,
6127,1265501954769391617,0.4,@raphalmeiida Você não está sozinha mo
6128,1265501955071369218,0.0625,
6129,1265501954991697920,-0.333333333333333,"RT @New_Narrative: Antibody tests for Covid-19 wrong up to half the time, CDC says

 https://t.co/nx45XZ6dTc"
6130,1265501954911993856,0.05,RT @rosannecash: My daughter lives in Nashville &amp; wore her mask to buy groceries. Guy yells at her: ‘Liberal pussy!’ Back story: she nearly…
6131,1265501955180367873,0.425,
6132,1265501955188719617,0.0,@elanadaras @fernandabss_
6133,1265501955465625609,0.227272727272727,RT @NotGeauxGabby: THEY. GOT. HER. ON. VIDEO. AND. SHE. BLAMED. THIS. ON. TWO. BLACK. GUYS.
6134,1265501955549532161,0.6,
6135,1265501955541151746,0.0,
6136,1265501955646017536,0.0,RT @jennajameson: Why do we have covid tracers and not pedo tracers?
6137,1265501955679555584,0.0,"RT @atrupar: This is a lie. States do not have ""unlimited testing"" -- not even close https://t.co/Gydlffyo6Z https://t.co/G4D5shN17g"
6138,1265501955822059526,-0.09375,
6139,1265501955775922177,0.0,
6140,1265501956036087809,0.0,
6141,1265501956161798144,0.0,I can't even.  😄 https://t.co/glT8GGGkLO
6142,1265501955834744832,0.133333333333333,"#COVID19 India Tracker (As on 27 May, 2020, 08:00 AM)

👉 Confirmed cases: 151,767
👉 Active cases: 83,004
👉 Cured/Di… https://t.co/hiwo9emGev"
6143,1265501956707098626,0.0,
6144,1265501956744904706,0.03125,
6145,1265501956908503043,0.125,
6146,1265501957193641984,0.0,@RealJamesWoods Hardcore leftie James. Would not look out of place in US Democrats. Former President of Internation… https://t.co/RFTojuVODD
6147,1265501957608951808,0.418181818181818,"RT @Goodable: BREAKING GOOD NEWS ALERT:

New Zealand has announced it no longer has any patients in hospital being treated for coronavirus.…"
6148,1265501957835407365,0.0,
6149,1265501957734752264,-0.65,
6150,1265501957449568258,0.0,
6151,1265501958162563073,0.166666666666667,
6152,1265501958242263046,0.3125,
6153,1265501957885702145,0.0,
6154,1265501958347149312,0.0,Hello 3rd year na ba? Hello Med-Surg and Psych Nursing?? https://t.co/82yKZfJSg5
6155,1265501958397444096,-0.1,RT @CCenizaChoy: Check out the SSRC Virtual Research Center. It also features the helpful teaching resource #coronavirussyllabus and the CO…
6156,1265501958472900615,-0.298611111111111,
6157,1265501958686879744,0.5,
6158,1265501958657490945,-0.15,
6159,1265501959009767426,-0.125,
6160,1265501959286665217,0.218181818181818,
6161,1265501959722872835,0.0,
6162,1265501959727075337,-0.383333333333333,
6163,1265501959764807680,-0.433333333333333,"RT @LotusOak2: Why is there no vaccine against the common cold, SARS, MERS, or HIV? 

Why is the #FluShot worse than doing nothing at all?…"
6164,1265501960070991877,0.267857142857143,
6165,1265501960721125380,0.0,
6166,1265501961413185539,-0.125,
6167,1265501961702592515,0.0,
6168,1265501961580957696,0.166666666666667,"""These findings highlight the nasal susceptibility to SARS-CoV-2 with likely subsequent aspiration-mediated virus s… https://t.co/zn3lGHIHbJ"
6169,1265501961664724995,-0.25,
6170,1265501961677410305,0.0520833333333333,
6171,1265501962000351232,0.03809523809523810,"Pure satire but it gives an accurate look at Illinois skullduggery. Sad to say, our statehouse needs a Hall of Sham… https://t.co/A3x0O63lYg"
6172,1265501962268807168,0.8,RT @079Kal: The car being locked wasn’t a issue lol
6173,1265501962587582464,0.170454545454545,"RT @TomFitton: NEW: US Post Office finds ""three tubs"" of absentee ballots for Wisconsin election in Chicago -- the day after the Election!…"
6174,1265501962935640066,0.0,
6175,1265501962939834368,-0.1,@sherryrehman Quite alarming situation indeed #coronavirus
6176,1265501963254411264,0.0,"RT @johnpilger: Australia's COVID infection rate is one of the lowest. It's a national priority. Suicide is rampant, including Aboriginal c…"
6177,1265501962663006211,0.0,
6178,1265501963657138180,0.5,
6179,1265501963464118273,0.0,"RT @hussin1434: الولاء والبراء ركن من أركان العقيدة، وشرط من شروط الإيمان، تغافل عنه البعض من الناس وأهملوه فاختلطت الامور.

يقول ابن تيمية…"
6180,1265501963820679176,0.7,
6181,1265501963921371138,0.0,
6182,1265501964437196801,0.0,
6183,1265501964953169925,0.2,
6184,1265501964978307074,0.0681818181818182,
6185,1265501964965744641,0.0,RT @WE_THE_BOYZ: [케빈] 🎯 https://t.co/wcP9cE37Zh
6186,1265501965053759488,0.0625,@GayleneSass Just because someone is asymptomatic doesn't mean they can't spread the virus. It's appropriate to kee… https://t.co/lnLhEpyPf4
6187,1265501965385162755,0.0,
6188,1265501965506748418,-0.075,"RT @PrinzvHannover: こういうドレス好きな人は“Karaçay dress”とか“Karachays dress”、“Ossetian dress”と調べてみると少しは出てくるかなーと。

KaraçayやKarachaysとは北カフカス地方に住むテュルク系民…"
6189,1265501965565427715,0.0,
6190,1265501965578113024,-0.6,RT @latimes: Dangerous blood clots pose a perplexing coronavirus threat https://t.co/vlMWpku8X6
6191,1265501965624188929,0.0,
6192,1265501965812932609,0.0,
6193,1265501965926174722,0.0,
6194,1265501965993328647,0.136363636363636,"@adamhlavac @ColeEscola as an outsider looking in, its very sad to see pictures like this."
6195,1265501965989052423,0.1,
6196,1265501965984940032,-0.0305555555555556,"Operation Garden Plot – How the Government Will Respond to Social Unrest | Top Secret Writers

⁦@POTUS⁩ 

This is w… https://t.co/dbObq7Eou3"
6197,1265501966253404162,0.7,
6198,1265501966354055169,-0.305555555555556,
6199,1265501966421155840,0.05,RT @rosannecash: My daughter lives in Nashville &amp; wore her mask to buy groceries. Guy yells at her: ‘Liberal pussy!’ Back story: she nearly…
6200,1265501966513442818,0.45,"RT @tak_dcxi: 40Xエラーは「お前が〇〇エラー」で50Xエラーは「俺が〇〇エラー」

400「お前は何を言ってるんだ？」
401「お前は許可貰ってから来い」
403「すまん、お前には見せないわ」
404「お前の求めてる物はここには無い」

500「俺は今調子が悪い…"
6201,1265501966723055616,0.0,RT @FinancialTimes: Turkey looks to weather coronavirus crisis without IMF support https://t.co/YsukO0Szoz
6202,1265501967016759298,0.0,
6203,1265501967008378880,-0.305555555555556,"RT @CNN: Antibody tests used to determine if people have been infected in the past with Covid-19 might be wrong up to half the time, the US…"
6204,1265501967209705476,0.4,
6205,1265501967419428864,0.0,"RT @Neerajkundan: Who will take the responsibility if students will get infected ?
#GeneralPromotionToMPStudents
https://t.co/ZPVrnK2zl2"
6206,1265501967587082242,0.05,
6207,1265501967557824512,0.025,@ImRaina Good morning. We are very sad to hear Utrahand fire.We pray Almighty to save all people in Utrahand and sa… https://t.co/y62cWBX1Z0
6208,1265501967742382083,0.0,
6209,1265501967637495808,-0.0444128787878788,@cat_toth @TomFitton @realDonaldTrump @FDA @ThePrintIndia @CNN EXACTLY! And whoever shares this SCARING PEOPLE TO D… https://t.co/rSEtMcF8sX
6210,1265501967901696001,0.0,
6211,1265501967876599808,0.0,"RT @katta_news: MUMBAI: BMC commissioner Iqbal Singh Chahal said that ""the dashboard to show the combined availability of Covid beds in pub…"
6212,1265501968048566274,0.5,
6213,1265501968283435013,0.0,
6214,1265501968442757125,0.5,
6215,1265501968631463939,0.5,
6216,1265501968782577670,0.166666666666667,
6217,1265501968757338113,0.55,
6218,1265501968920961031,0.0,
6219,1265501968849567745,-0.166666666666667,@livedoornews @miki_Brightness はぐめたもん
6220,1265501968732209153,0.0,
6221,1265501969264893953,0.5,"RT @KathyKI18491460: 예전엔 그룹이 해체를한다고하면 그저 부정적인시선으로봤었다, 팬들에대한 기만이고 농락이라고생각했었다. 근데 방탄을좋아하고나서부터, 이들이얼마나매순간을 치열하게 열심히사는지를알기에 그들이 스스로끝을 선택한다면 그걸과…"
6222,1265501969311051776,0.5,RT @hoelixir: Everyone is safe here.
6223,1265501969348689920,0.0,"RT @votesaveamerica: Because of the coronavirus, the 2020 campaign will have to evolve.

Knocking on doors and traveling to battleground st…"
6224,1265501969550127104,0.0,RT @sxdoc: @ShawnG927 @ZyroFoxtrot @PauWitkowski @smalltownandrew @ForGodAndUSA @ROCKONOHIO @Nationalists31 @VFL2013 @RoseDC11 @pinkk9lover…
6225,1265501969881366529,-0.2,
6226,1265501969994694660,0.0,
6227,1265501970141454337,-0.216666666666667,RT @wongthanong: ต้องเอาไปใช้ได้สักอันแหละ 👍 https://t.co/j9jeIQ5XI4
6228,1265501970216951809,0.1,
6229,1265501970351173632,0.0,"RT @pbhushan1: Watch! Bhadkau Bannerjee of Dangai News exposing the Corona Zeehad of a news channel!
https://t.co/8IrdQu02dz"
6230,1265501970720325632,0.183333333333333,RT @ImaStayHome: I’ve been quarantined since March. This whole situation we’re in is really testing my sobriety! I have 5 years sober and I…
6231,1265501970925858817,0.5,
6232,1265501971366268934,0.0,
6233,1265501971466858497,0.375,
6234,1265501971626233866,0.0,
6235,1265501971697545218,0.0,
6236,1265501972196659203,-0.1125,
6237,1265501972259655680,0.0,RT @jennajameson: Why do we have covid tracers and not pedo tracers?
6238,1265501972586729472,0.05,RT @rosannecash: My daughter lives in Nashville &amp; wore her mask to buy groceries. Guy yells at her: ‘Liberal pussy!’ Back story: she nearly…
6239,1265501972649709571,1.0,
6240,1265501972809027584,0.7,RT @sahelhaque: If coronavirus didn’t exist I genuinely believe Summer 2020 would’ve been the best yet idc
6241,1265501972901310466,0.0647321428571429,"RT @andihiyat: Memasuki fase di mana, bengong dikit ngemil bengong dikit makan."
6242,1265501972909772801,0.0,
6243,1265501973119467521,0.0,
6244,1265501973245239297,0.0,
6245,1265501973723394051,0.0,
6246,1265501974201589767,-0.15,
6247,1265501974604263425,0.0,
6248,1265501974633631744,0.112121212121212,
6249,1265501974788739080,-0.25,
6250,1265501974721712128,1.0,RT @IvankaTrump: Beautiful! God bless you both! ❤️ https://t.co/HsZ6jLe7Vk
6251,1265501974914621440,0.4,"RT @SansMerci89: I unfollow people who follow known Twitter trolls whose timelines are filled with nothing but drama, FBRs, provocative sex…"
6252,1265501975510167552,0.05,RT @cnni: Nodi was 14 years old when she says she was sold into one of the world's biggest brothels. A decade later and with Bangladesh und…
6253,1265501975162032132,0.255555555555556,Yanlış yapıyoruz .. https://t.co/xTXF3S5ZJM
6254,1265501976063860739,0.075,"RT @DpAadhf: సాంగ్స్ వల్ల ...హిట్ అయ్యింది అన్నారు 

Still Video Song e Ft. Ayyindhi Gani .... 
Lyrical Kaadhu ⚡

#Samajavaragamana - TFI S…"
6255,1265501976156155909,0.0,
6256,1265501976214847495,-0.166666666666667,
6257,1265501976432979971,0.113636363636364,
6258,1265501976957157383,0.0,"RT @RVsmtown: 🖤‘판타스틱 유닛’ 탄생! 레드벨벳-아이린&amp;슬기, 첫 번째 미니앨범 ‘Monster’ 6월 15일 발매!

🤍 보컬+퍼포먼스+비주얼까지, 퍼펙트 시너지 기대!

 💿오늘부터 온, 오프라인 음반 매장에서 예약 판매 시작!…"
6259,1265501976994942976,-0.5,"RT @Cagt3000: Keep in mind:

As soon as ONE person gets COVID from your event, or ONE thing goes wrong, that's it.

You event will be shutd…"
6260,1265501976982441984,-0.166666666666667,"Nearly half of coronavirus-related tweets are sent by bots spreading misinformation, research finds | CTV News… https://t.co/KltjQbTFwK"
6261,1265501977116659715,0.0,Dnv isso https://t.co/qZZtJIP9mJ
6262,1265501977175306242,0.7,
6263,1265501977250877442,0.5,
6264,1265501977351458818,-0.0333333333333333,
6265,1265501977376669699,0.0,
6266,1265501977536090116,0.477777777777778,
6267,1265501977817092099,0.0,
6268,1265501978316111874,-0.45,
6269,1265501978538409985,-0.05,
6270,1265501978672668675,0.0,
6271,1265501978777575424,0.425,
6272,1265501978903314432,0.0333333333333333,"RT @pbhushan1: Arundhati Roy: After the lockdown, we need a reckoning. India’s response to the pandemic has been a social catastrophe. Who…"
6273,1265501978890842112,0.0,"RT @lifebiomedguru: The link to CDC's 0.26% IFR... In case you need it...

https://t.co/dAlOdUUuiX"
6274,1265501979062808577,0.0,
6275,1265501979121520640,0.04285714285714290,"I am going to come out and say it. The left is desperate, they want to have more covid cases and with things openin… https://t.co/63ZCbEwoq5"
6276,1265501979217928194,0.7,
